Date	Team	Player	IsStarter	MP	FG	FGA	FGpct	2P	2PA	2Ppct	3P	3PA	3Ppct	FT	FTA	FTpct	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
2017-02-08	Missouri	Chris Collins	Reserve	12	0	1	.000	0	0		0	1	.000	0	0		0	0	0	1	0	0	0	2	0	
2017-02-08	Missouri	Tavario Miller	Reserve	8	0	1	.000	0	1	.000	0	0		0	0		0	2	2	0	0	0	0	0	0	
2017-02-08	Tulane	Galen Robinson Jr.	Starter	33	2	6	.333	1	4	.250	1	2	.500	0	1	.000	0	3	3	3	1	0	3	3	5	
2017-02-08	Tulane	Damyean Dotson	Starter	26	12	16	.750	6	9	.667	6	7	.857	2	2	1.000	1	2	3	0	1	0	0	1	32	
2017-02-08	Tulane	Rob Gray Jr.	Starter	26	7	17	.412	5	11	.455	2	6	.333	2	2	1.000	0	2	2	1	2	0	1	2	18	
2017-02-08	Tulane	Danrad Knowles	Starter	24	2	5	.400	2	5	.400	0	0		3	4	.750	3	1	4	0	0	1	1	3	7	
2017-02-08	Tulane	Kyle Meyer	Starter	15	1	1	1.000	1	1	1.000	0	0		0	0		0	1	1	1	1	0	1	3	2	
2017-02-08	Tulane	Bertrand Nkali	Reserve	18	0	0		0	0		0	0		0	2	.000	0	2	2	0	1	3	0	1	0	
2017-02-08	Tulane	Armoni Brooks	Reserve	14	4	6	.667	2	2	1.000	2	4	.500	0	0		2	5	7	1	0	0	2	1	10	
2017-02-08	Tulane	Devin Davis	Reserve	14	2	4	.500	2	4	.500	0	0		3	4	.750	1	4	5	1	2	0	1	2	7	
2017-02-08	Tulane	Wes VanBeck	Reserve	13	1	2	.500	0	0		1	2	.500	0	0		0	1	1	0	1	0	0	5	3	
2017-02-08	Tulane	Morris Dunnigan	Reserve	9	3	8	.375	2	5	.400	1	3	.333	0	1	.000	1	1	2	1	0	0	0	0	7	
2017-02-08	Tulane	Xavier Dupree	Reserve	8	0	0		0	0		0	0		0	0		0	1	1	1	1	0	1	3	0	
2017-02-08	Houston	Melvin Frazier	Starter	37	4	11	.364	2	6	.333	2	5	.400	2	3	.667	0	4	4	0	3	0	4	1	12	
2017-02-08	Houston	Malik Morgan	Starter	33	2	3	.667	1	2	.500	1	1	1.000	5	7	.714	1	1	2	3	0	0	7	1	10	
2017-02-08	Houston	Ray Ona Embo	Starter	27	4	6	.667	3	3	1.000	1	3	.333	3	3	1.000	0	2	2	2	0	0	0	4	12	
2017-02-08	Houston	Cameron Reynolds	Starter	26	3	10	.300	1	5	.200	2	5	.400	5	6	.833	2	4	6	0	0	1	1	4	13	
2017-02-08	Houston	Ryan Smith	Starter	21	2	4	.500	2	4	.500	0	0		0	0		3	3	6	0	3	2	2	4	4	
2017-02-08	Houston	Kain Harris	Reserve	18	3	4	.750	2	3	.667	1	1	1.000	3	4	.750	0	2	2	0	0	0	1	1	10	
2017-02-08	Houston	Colin Slater	Reserve	13	0	3	.000	0	2	.000	0	1	.000	0	0		0	2	2	1	0	0	3	3	0	
2017-02-08	Houston	Blake Paul	Reserve	12	0	0		0	0		0	0		1	6	.167	1	2	3	0	1	1	0	0	1	
2017-02-08	Houston	Sammis Reyes	Reserve	10	0	3	.000	0	3	.000	0	0		0	0		1	0	1	0	0	0	2	1	0	
2017-02-08	Houston	Von Julien	Reserve	3	0	1	.000	0	0		0	1	.000	0	1	.000	0	0	0	0	0	0	0	0	0	
2017-02-08	Wyoming	Deshon Taylor	Starter	55	6	23	.261	3	13	.231	3	10	.300	17	18	.944	1	8	9	1	1	0	5	4	32	
2017-02-08	Wyoming	Jahmel Taylor	Starter	55	6	11	.545	2	4	.500	4	7	.571	2	3	.667	1	5	6	0	1	0	1	1	18	
2017-02-08	Wyoming	Paul Watson	Starter	39	7	19	.368	6	14	.429	1	5	.200	0	0		1	5	6	1	1	0	0	5	15	
2017-02-08	Wyoming	Jaron Hopkins	Starter	37	6	16	.375	5	13	.385	1	3	.333	3	7	.429	3	4	7	4	3	0	1	5	16	
2017-02-08	Wyoming	Bryson Williams	Starter	16	3	5	.600	3	5	.600	0	0		1	3	.333	2	4	6	0	0	0	2	5	7	
2017-02-08	Wyoming	Karachi Edo	Reserve	38	1	5	.200	1	4	.250	0	1	.000	2	4	.500	2	7	9	0	0	2	1	2	4	
2017-02-08	Wyoming	Sam Bittner	Reserve	35	1	5	.200	0	2	.000	1	3	.333	0	0		3	2	5	1	1	0	0	4	3	
2017-02-08	Wyoming	Johnny McWilliams	Reserve	16	0	3	.000	0	2	.000	0	1	.000	1	2	.500	0	0	0	0	0	0	0	4	1	
2017-02-08	Wyoming	Terrell Carter II	Reserve	5	2	2	1.000	2	2	1.000	0	0		0	0		0	0	0	0	1	0	0	5	4	
2017-02-08	Wyoming	Ryan Beddeo	Reserve	4	0	1	.000	0	0		0	1	.000	0	0		0	1	1	0	0	0	0	0	0	
2017-02-08	Fresno State	Jason McManamen	Starter	57	8	17	.471	1	4	.250	7	13	.538	7	8	.875	0	5	5	1	0	0	0	3	30	
2017-02-08	Fresno State	Jeremy Lieberman	Starter	49	4	10	.400	3	5	.600	1	5	.200	0	0		0	1	1	2	1	0	1	4	9	
2017-02-08	Fresno State	Alan Herndon	Starter	43	5	10	.500	1	3	.333	4	7	.571	3	8	.375	1	7	8	2	0	0	3	5	17	
2017-02-08	Fresno State	Jordan Naughton	Starter	26	2	4	.500	2	4	.500	0	0		4	5	.800	1	5	6	0	0	2	3	2	8	
2017-02-08	Fresno State	Louis Adams	Starter	7	0	2	.000	0	1	.000	0	1	.000	0	0		0	0	0	2	0	0	1	0	0	
2017-02-08	Fresno State	Hayden Dalton	Reserve	50	7	15	.467	6	11	.545	1	4	.250	6	8	.750	4	16	20	5	0	2	6	4	21	
2017-02-08	Fresno State	Justin James	Reserve	36	4	15	.267	2	8	.250	2	7	.286	0	0		1	8	9	2	0	1	2	5	10	
2017-02-08	Fresno State	Morris Marshall	Reserve	19	0	3	.000	0	3	.000	0	0		6	7	.857	0	1	1	1	0	0	0	0	6	
2017-02-08	Fresno State	Cody Kelley	Reserve	13	0	1	.000	0	0		0	1	.000	1	1	1.000	1	1	2	3	0	0	1	4	1	
2017-02-08	Xavier	Eli Cain	Starter	37	6	14	.429	5	9	.556	1	5	.200	2	4	.500	0	5	5	4	0	0	2	3	15	
2017-02-08	Xavier	Brandon Cyrus	Starter	36	7	12	.583	5	8	.625	2	4	.500	2	2	1.000	5	1	6	1	1	0	2	1	18	
2017-02-08	Xavier	Billy Garrett Jr.	Starter	30	4	10	.400	2	4	.500	2	6	.333	2	2	1.000	0	2	2	4	2	0	5	4	12	
2017-02-08	Xavier	Tre'Darius McCallum	Starter	29	3	8	.375	3	6	.500	0	2	.000	0	0		1	3	4	0	1	0	2	5	6	
2017-02-08	Xavier	Joe Hanel	Starter	21	1	1	1.000	1	1	1.000	0	0		0	0		1	0	1	0	0	0	2	4	2	
2017-02-08	Xavier	Al Eichelberger	Reserve	19	0	1	.000	0	1	.000	0	0		0	0		0	1	1	0	0	2	1	1	0	
2017-02-08	Xavier	Chris Harrison-Docks	Reserve	12	3	7	.429	1	1	1.000	2	6	.333	0	0		1	1	2	0	1	0	2	1	8	
2017-02-08	Xavier	Devin Gage	Reserve	12	0	1	.000	0	0		0	1	.000	0	0		0	0	0	2	3	0	0	0	0	
2017-02-08	Xavier	Levi Cook	Reserve	2	0	0		0	0		0	0		0	0		0	1	1	0	0	0	1	1	0	
2017-02-08	Xavier	Darrick Wood	Reserve	2	0	1	.000	0	1	.000	0	0		0	0		0	0	0	1	1	0	0	0	0	
2017-02-08	DePaul	Trevon Bluiett	Starter	36	8	18	.444	4	10	.400	4	8	.500	0	0		3	4	7	1	0	0	1	2	20	
2017-02-08	DePaul	J.P. Macura	Starter	34	3	7	.429	3	5	.600	0	2	.000	7	7	1.000	3	4	7	6	1	0	5	1	13	
2017-02-08	DePaul	Malcolm Bernard	Starter	29	3	4	.750	0	0		3	4	.750	0	1	.000	1	0	1	3	2	0	4	1	9	
2017-02-08	DePaul	Quentin Goodin	Starter	29	2	6	.333	2	5	.400	0	1	.000	1	2	.500	0	1	1	8	1	0	2	4	5	
2017-02-08	DePaul	Tyrique Jones	Starter	21	3	4	.750	3	4	.750	0	0		2	3	.667	2	2	4	0	0	0	2	1	8	
2017-02-08	DePaul	Kaiser Gates	Reserve	22	1	6	.167	0	2	.000	1	4	.250	0	2	.000	2	8	10	1	2	0	1	2	3	
2017-02-08	DePaul	RaShid Gaston	Reserve	20	6	8	.750	6	8	.750	0	0		2	3	.667	1	4	5	1	0	0	2	1	14	
2017-02-08	DePaul	Sean O'Mara	Reserve	3	0	0		0	0		0	0		0	0		0	0	0	0	0	0	2	1	0	
2017-02-08	DePaul	Tim Stainbrook	Reserve	2	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-08	DePaul	Alex Bergen	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-08	DePaul	Conor Peterson	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-08	DePaul	Leighton Schrand	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-08	DePaul	Cullen Barr	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Alabama-Birmingham	Jon Davis	Starter	39	9	14	.643	5	6	.833	4	8	.500	2	2	1.000	0	5	5	4	0	0	2	1	24	
2017-02-09	Alabama-Birmingham	Braxton Ogbueze	Starter	36	3	8	.375	0	1	.000	3	7	.429	0	0		0	2	2	2	0	0	0	2	9	
2017-02-09	Alabama-Birmingham	Andrien White	Starter	27	3	9	.333	3	6	.500	0	3	.000	4	7	.571	1	5	6	1	3	1	2	3	10	
2017-02-09	Alabama-Birmingham	Austin Ajukwa	Starter	23	3	9	.333	3	6	.500	0	3	.000	2	2	1.000	0	4	4	2	0	0	2	2	8	
2017-02-09	Alabama-Birmingham	Najee Garvin	Starter	22	3	7	.429	3	7	.429	0	0		0	0		0	1	1	0	0	1	0	3	6	
2017-02-09	Alabama-Birmingham	Hudson Price	Reserve	23	2	6	.333	0	0		2	6	.333	2	2	1.000	1	2	3	2	3	2	0	1	8	
2017-02-09	Alabama-Birmingham	Quentin Jackson	Reserve	13	1	5	.200	1	3	.333	0	2	.000	0	0		0	0	0	0	1	1	1	1	2	
2017-02-09	Alabama-Birmingham	Anthony Vanhook	Reserve	10	0	0		0	0		0	0		2	2	1.000	0	2	2	2	0	0	0	4	2	
2017-02-09	Alabama-Birmingham	Reid Aube	Reserve	7	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Charlotte	William Lee	Starter	32	7	12	.583	7	12	.583	0	0		1	2	.500	2	10	12	2	0	4	1	3	15	
2017-02-09	Charlotte	Dirk Williams	Starter	29	5	14	.357	2	6	.333	3	8	.375	0	0		2	4	6	5	1	0	0	0	13	
2017-02-09	Charlotte	Denzell Watts	Starter	23	2	7	.286	0	3	.000	2	4	.500	2	2	1.000	0	3	3	1	2	0	0	0	8	
2017-02-09	Charlotte	Hakeem Baxter	Starter	22	2	5	.400	2	4	.500	0	1	.000	1	2	.500	1	4	5	2	0	0	1	4	5	
2017-02-09	Charlotte	Tosin Mehinti	Starter	17	1	4	.250	1	4	.250	0	0		1	2	.500	3	3	6	2	0	0	1	3	3	
2017-02-09	Charlotte	Deion Lavender	Reserve	24	5	8	.625	5	7	.714	0	1	.000	0	0		0	2	2	2	0	0	4	1	10	
2017-02-09	Charlotte	Chris Cokley	Reserve	23	9	12	.750	9	12	.750	0	0		1	2	.500	4	3	7	2	0	0	0	0	19	
2017-02-09	Charlotte	Javien Williams	Reserve	18	2	3	.667	2	2	1.000	0	1	.000	2	2	1.000	0	1	1	1	0	1	1	1	6	
2017-02-09	Charlotte	Tyler Madison	Reserve	8	1	3	.333	1	3	.333	0	0		1	1	1.000	1	3	4	1	0	0	0	1	3	
2017-02-09	Charlotte	Nate Darling	Reserve	4	0	1	.000	0	1	.000	0	0		0	0		0	0	0	1	0	0	0	0	0	
2017-02-09	Binghamton	David Nichols	Starter	37	7	13	.538	4	6	.667	3	7	.429	0	1	.000	1	4	5	4	0	0	2	1	17	
2017-02-09	Binghamton	Joe Cremo	Starter	37	5	14	.357	2	9	.222	3	5	.600	0	0		0	7	7	2	0	0	2	3	13	
2017-02-09	Binghamton	Devonte Campbell	Starter	31	4	10	.400	2	4	.500	2	6	.333	2	2	1.000	3	7	10	3	0	0	1	1	12	
2017-02-09	Binghamton	Mike Rowley	Starter	27	0	3	.000	0	3	.000	0	0		0	0		0	3	3	0	1	0	0	2	0	
2017-02-09	Binghamton	Greig Stire	Starter	24	1	3	.333	1	3	.333	0	0		2	4	.500	2	4	6	3	3	0	1	1	4	
2017-02-09	Binghamton	Travis Charles	Reserve	25	5	6	.833	5	6	.833	0	0		4	5	.800	1	0	1	2	0	0	1	1	14	
2017-02-09	Binghamton	Dallas Ennema	Reserve	13	1	3	.333	0	0		1	3	.333	3	3	1.000	0	1	1	0	0	2	0	1	6	
2017-02-09	Binghamton	Costa Anderson	Reserve	3	0	0		0	0		0	0		0	0		0	0	0	1	0	0	0	0	0	
2017-02-09	Binghamton	Terrel Martin-Garcia	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	2	0	0	
2017-02-09	Binghamton	Marqueese Grayson	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Binghamton	Nick Fruscio	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Albany (NY)	Timmy Rose	Starter	34	6	13	.462	4	9	.444	2	4	.500	0	0		0	5	5	2	0	0	1	1	14	
2017-02-09	Albany (NY)	Willie Rodriguez	Starter	34	3	6	.500	2	5	.400	1	1	1.000	0	0		0	5	5	0	0	1	1	2	7	
2017-02-09	Albany (NY)	Thomas Bruce	Starter	27	1	4	.250	1	4	.250	0	0		2	2	1.000	0	1	1	2	1	2	0	2	4	
2017-02-09	Albany (NY)	Everson Davis	Starter	20	2	6	.333	2	3	.667	0	3	.000	3	4	.750	1	1	2	1	0	0	0	1	7	
2017-02-09	Albany (NY)	Marlon Beck II	Starter	15	0	3	.000	0	1	.000	0	2	.000	0	0		0	2	2	0	0	0	0	0	0	
2017-02-09	Albany (NY)	Dusan Perovic	Reserve	19	3	4	.750	3	3	1.000	0	1	.000	0	0		0	2	2	1	0	1	1	3	6	
2017-02-09	Albany (NY)	John Rinaldi	Reserve	18	1	3	.333	1	3	.333	0	0		1	2	.500	0	2	2	0	1	0	0	2	3	
2017-02-09	Albany (NY)	Yosef Yacob	Reserve	14	3	7	.429	2	5	.400	1	2	.500	0	0		0	0	0	0	1	0	0	1	7	
2017-02-09	Albany (NY)	Fard Muhammad	Reserve	13	1	4	.250	0	2	.000	1	2	.500	0	0		0	3	3	1	0	0	2	0	3	
2017-02-09	Albany (NY)	Jordan McRae	Reserve	5	0	1	.000	0	1	.000	0	0		0	0		1	0	1	0	0	0	0	0	0	
2017-02-09	Albany (NY)	John Schurman	Reserve	1	1	1	1.000	0	0		1	1	1.000	0	0		0	0	0	0	0	0	0	0	3	
2017-02-09	Bryant	Jashaun Agosto	Starter	40	6	12	.500	3	8	.375	3	4	.750	5	7	.714	1	1	2	0	0	0	3	1	20	
2017-02-09	Bryant	Julian Batts	Starter	39	0	2	.000	0	0		0	2	.000	0	0		0	4	4	2	1	0	3	2	0	
2017-02-09	Bryant	Jerome Frink	Starter	38	10	16	.625	5	9	.556	5	7	.714	5	8	.625	0	10	10	2	2	0	5	4	30	
2017-02-09	Bryant	Iverson Fleming	Starter	37	8	14	.571	6	9	.667	2	5	.400	6	8	.750	0	3	3	5	1	0	2	4	24	
2017-02-09	Bryant	Nura Zanna	Starter	37	4	6	.667	4	6	.667	0	0		2	3	.667	5	6	11	1	1	0	7	5	10	
2017-02-09	Bryant	Julius Van Sauers	Reserve	14	0	1	.000	0	0		0	1	.000	0	0		1	1	2	0	0	0	1	4	0	
2017-02-09	Bryant	Raiquan Clark	Reserve	10	0	1	.000	0	1	.000	0	0		0	0		0	1	1	0	0	0	0	0	0	
2017-02-09	Bryant	Raul Frias	Reserve	9	2	5	.400	2	2	1.000	0	3	.000	0	0		0	3	3	1	0	0	0	0	4	
2017-02-09	Bryant	Ashtyn Bradley	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Long Island University	Nisre Zouzoua	Starter	43	5	18	.278	2	7	.286	3	11	.273	3	4	.750	0	2	2	2	1	0	2	3	16	
2017-02-09	Long Island University	Ikenna Ndugba	Starter	38	3	7	.429	1	1	1.000	2	6	.333	3	4	.750	1	9	10	3	2	0	2	2	11	
2017-02-09	Long Island University	Adam Grant	Starter	38	2	8	.250	2	5	.400	0	3	.000	0	0		1	1	2	2	1	0	2	5	4	
2017-02-09	Long Island University	Marcel Pettway	Starter	36	6	13	.462	6	13	.462	0	0		3	4	.750	3	3	6	1	5	1	4	2	15	
2017-02-09	Long Island University	Bosko Kostur	Starter	31	8	13	.615	3	5	.600	5	8	.625	5	6	.833	3	3	6	3	3	0	2	4	26	
2017-02-09	Long Island University	Dan Garvin	Reserve	17	3	3	1.000	3	3	1.000	0	0		0	2	.000	0	3	3	1	0	1	0	4	6	
2017-02-09	Long Island University	Taylor McHugh	Reserve	11	0	2	.000	0	1	.000	0	1	.000	0	0		1	0	1	1	0	0	1	0	0	
2017-02-09	Long Island University	Sabastian Townes	Reserve	6	2	3	.667	2	3	.667	0	0		0	0		0	1	1	1	0	0	0	2	4	
2017-02-09	Long Island University	Hunter Ware	Reserve	5	1	1	1.000	1	1	1.000	0	0		1	2	.500	0	2	2	0	0	0	0	0	3	
2017-02-09	Cal State Bakersfield	Ian Baker	Starter	40	4	20	.200	3	10	.300	1	10	.100	10	11	.909	1	4	5	3	1	0	2	4	19	
2017-02-09	Cal State Bakersfield	Braxton Huggins	Starter	36	2	9	.222	2	4	.500	0	5	.000	1	2	.500	1	4	5	0	0	0	2	3	5	
2017-02-09	Cal State Bakersfield	Eli Chuha	Starter	26	3	6	.500	3	6	.500	0	0		2	2	1.000	1	5	6	0	1	2	3	0	8	
2017-02-09	Cal State Bakersfield	Jermaine Haley	Starter	15	0	3	.000	0	1	.000	0	2	.000	0	0		0	2	2	2	0	0	1	3	0	
2017-02-09	Cal State Bakersfield	Johnathon Wilkins	Starter	14	1	3	.333	1	2	.500	0	1	.000	0	0		0	2	2	0	0	1	0	2	2	
2017-02-09	Cal State Bakersfield	Jemerrio Jones	Reserve	33	4	7	.571	4	5	.800	0	2	.000	3	7	.429	5	11	16	1	1	0	3	3	11	
2017-02-09	Cal State Bakersfield	Matt Taylor	Reserve	14	1	5	.200	0	2	.000	1	3	.333	0	0		0	0	0	0	0	0	2	3	3	
2017-02-09	Cal State Bakersfield	Chancellor Ellis	Reserve	12	1	3	.333	0	0		1	3	.333	0	0		0	0	0	0	0	0	0	1	3	
2017-02-09	Cal State Bakersfield	Tanveer Bhullar	Reserve	5	1	2	.500	1	2	.500	0	0		0	0		1	1	2	0	0	0	0	2	2	
2017-02-09	Cal State Bakersfield	Joe Garza	Reserve	5	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	New Mexico State	Matt Smith	Starter	33	7	13	.538	7	13	.538	0	0		3	6	.500	2	5	7	1	1	1	2	3	17	
2017-02-09	New Mexico State	Brent Wrapp	Starter	33	4	5	.800	3	4	.750	1	1	1.000	2	2	1.000	0	8	8	8	3	2	2	3	11	
2017-02-09	New Mexico State	Jaylin Airington	Starter	32	7	13	.538	6	9	.667	1	4	.250	2	4	.500	1	3	4	3	1	0	1	1	17	
2017-02-09	New Mexico State	Dedrick Basile	Starter	32	1	7	.143	0	3	.000	1	4	.250	3	4	.750	0	3	3	4	2	0	2	3	6	
2017-02-09	New Mexico State	Moataz Aly	Starter	24	1	3	.333	1	3	.333	0	0		0	0		3	2	5	1	1	3	0	5	2	
2017-02-09	New Mexico State	Damiyne Durham	Reserve	19	6	16	.375	2	4	.500	4	12	.333	0	0		1	3	4	0	1	0	1	0	16	
2017-02-09	New Mexico State	Shon Briggs	Reserve	16	1	2	.500	1	2	.500	0	0		1	2	.500	0	2	2	1	0	0	1	2	3	
2017-02-09	New Mexico State	Fallou Ndoye	Reserve	5	0	1	.000	0	1	.000	0	0		0	0		0	3	3	1	0	0	0	3	0	
2017-02-09	New Mexico State	Taze Moore	Reserve	4	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	1	0	
2017-02-09	New Mexico State	Justin Pride	Reserve	2	0	1	.000	0	1	.000	0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	UC-Riverside	Loren Jackson	Starter	35	2	7	.286	0	3	.000	2	4	.500	3	4	.750	0	3	3	1	1	0	2	1	9	
2017-02-09	UC-Riverside	Evan Payne	Starter	34	6	14	.429	4	9	.444	2	5	.400	2	3	.667	2	4	6	2	0	0	0	1	16	
2017-02-09	UC-Riverside	Temidayo Yussuf	Starter	30	8	12	.667	8	12	.667	0	0		1	5	.200	4	2	6	4	0	1	0	1	17	
2017-02-09	UC-Riverside	Roschon Prince	Starter	30	3	8	.375	3	8	.375	0	0		2	2	1.000	3	3	6	0	1	0	1	3	8	
2017-02-09	UC-Riverside	Justin Bibbins	Starter	28	6	11	.545	3	8	.375	3	3	1.000	6	6	1.000	1	3	4	0	1	0	6	4	21	
2017-02-09	UC-Riverside	Anson Moye	Reserve	16	1	2	.500	0	0		1	2	.500	0	0		0	1	1	1	0	0	0	1	3	
2017-02-09	UC-Riverside	Mason Riggins	Reserve	10	0	0		0	0		0	0		1	2	.500	0	0	0	1	0	1	1	1	1	
2017-02-09	UC-Riverside	LaRond Williams	Reserve	8	0	2	.000	0	2	.000	0	0		0	0		0	1	1	0	0	0	0	1	0	
2017-02-09	UC-Riverside	Jordan Griffin	Reserve	6	1	3	.333	0	0		1	3	.333	0	0		0	0	0	0	0	0	0	0	3	
2017-02-09	UC-Riverside	Javonntie Jackson	Reserve	2	0	0		0	0		0	0		0	0		0	1	1	0	0	0	0	0	0	
2017-02-09	UC-Riverside	Barry Ogalue	Reserve	1	0	1	.000	0	0		0	1	.000	0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Long Beach State	Dikymbe Martin	Starter	39	6	14	.429	4	8	.500	2	6	.333	2	2	1.000	1	3	4	6	1	0	2	3	16	
2017-02-09	Long Beach State	Chance Murray	Starter	38	3	15	.200	3	12	.250	0	3	.000	0	0		1	6	7	4	2	1	5	1	6	
2017-02-09	Long Beach State	Secean Johnson	Starter	36	3	11	.273	2	9	.222	1	2	.500	6	9	.667	2	4	6	1	4	1	1	3	13	
2017-02-09	Long Beach State	Alex Larsson	Starter	25	5	5	1.000	5	5	1.000	0	0		2	2	1.000	4	4	8	1	1	1	2	4	12	
2017-02-09	Long Beach State	James Jackson	Starter	6	0	1	.000	0	1	.000	0	0		0	0		0	0	0	0	0	0	0	1	0	
2017-02-09	Long Beach State	Brandon Rosser	Reserve	25	5	8	.625	5	6	.833	0	2	.000	0	0		3	3	6	0	0	0	1	4	10	
2017-02-09	Long Beach State	Menno Dijkstra	Reserve	14	5	6	.833	4	4	1.000	1	2	.500	0	0		2	2	4	0	0	0	0	1	11	
2017-02-09	Long Beach State	Malik Thames	Reserve	12	1	3	.333	1	2	.500	0	1	.000	1	2	.500	0	1	1	0	0	1	0	0	3	
2017-02-09	Long Beach State	Koh Flippin	Reserve	5	0	0		0	0		0	0		0	0		0	1	1	1	0	0	0	2	0	
2017-02-09	Campbell	Khris Lane	Starter	40	4	8	.500	4	8	.500	0	0		3	4	.750	1	8	9	1	2	2	1	4	11	
2017-02-09	Campbell	Darrion Allen	Starter	39	5	7	.714	4	4	1.000	1	3	.333	7	9	.778	0	3	3	3	1	0	1	5	18	
2017-02-09	Campbell	Chris Shields	Starter	36	3	5	.600	1	2	.500	2	3	.667	2	2	1.000	0	2	2	3	2	0	3	1	10	
2017-02-09	Campbell	JaShaun Smith	Starter	33	1	7	.143	1	6	.167	0	1	.000	0	2	.000	1	1	2	1	3	0	1	2	2	
2017-02-09	Campbell	Isaiah Walton	Starter	32	9	13	.692	8	11	.727	1	2	.500	9	10	.900	0	3	3	0	3	1	7	5	28	
2017-02-09	Campbell	Isaac Belton	Reserve	19	4	5	.800	2	3	.667	2	2	1.000	0	0		0	3	3	1	1	0	2	3	10	
2017-02-09	Campbell	Dominic Ezeani	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Longwood	Chris Clemons	Starter	34	8	18	.444	7	13	.538	1	5	.200	8	11	.727	0	1	1	5	4	1	7	1	25	
2017-02-09	Longwood	Shane Whitfield	Starter	31	6	9	.667	6	8	.750	0	1	.000	8	9	.889	3	2	5	1	1	0	5	2	20	
2017-02-09	Longwood	Cory Gensler	Starter	29	5	8	.625	2	2	1.000	3	6	.500	0	0		1	1	2	1	0	0	0	3	13	
2017-02-09	Longwood	Andrew Eudy	Starter	24	1	2	.500	1	2	.500	0	0		2	2	1.000	3	2	5	1	0	1	1	3	4	
2017-02-09	Longwood	Kyre' Hamer	Starter	17	2	2	1.000	2	2	1.000	0	0		0	0		0	6	6	3	0	0	4	3	4	
2017-02-09	Longwood	Marcus Burk	Reserve	27	5	7	.714	3	3	1.000	2	4	.500	1	2	.500	0	2	2	0	2	0	0	1	13	
2017-02-09	Longwood	Mogga Lado	Reserve	18	1	3	.333	1	3	.333	0	0		0	0		0	2	2	1	1	0	0	2	2	
2017-02-09	Longwood	Damontez Oliver	Reserve	16	0	2	.000	0	1	.000	0	1	.000	0	0		0	2	2	1	0	0	0	3	0	
2017-02-09	Longwood	Austin Burnette	Reserve	4	1	2	.500	1	1	1.000	0	1	.000	0	0		1	0	1	0	0	0	0	0	2	
2017-02-09	Central Arkansas	Jaylen Franklin	Starter	33	6	9	.667	5	8	.625	1	1	1.000	4	6	.667	2	2	4	7	1	1	1	5	17	
2017-02-09	Central Arkansas	Isaiah Tripp	Starter	33	2	9	.222	1	3	.333	1	6	.167	0	0		1	1	2	4	0	0	2	3	5	
2017-02-09	Central Arkansas	Jaren Lewis	Starter	30	5	10	.500	5	9	.556	0	1	.000	2	6	.333	2	3	5	1	2	0	1	4	12	
2017-02-09	Central Arkansas	Jalone Friday	Starter	25	5	14	.357	1	8	.125	4	6	.667	4	4	1.000	2	5	7	0	1	0	1	3	18	
2017-02-09	Central Arkansas	Hayden Howell	Starter	17	1	5	.200	1	4	.250	0	1	.000	0	0		0	1	1	0	0	0	0	3	2	
2017-02-09	Central Arkansas	Drake Green	Reserve	15	2	7	.286	0	0		2	7	.286	0	0		0	1	1	1	0	0	1	0	6	
2017-02-09	Central Arkansas	Trey Lenox	Reserve	15	2	3	.667	0	0		2	3	.667	0	0		0	0	0	1	0	0	1	3	6	
2017-02-09	Central Arkansas	B.J. Maxwell	Reserve	14	2	3	.667	1	1	1.000	1	2	.500	0	0		1	0	1	1	1	0	1	2	5	
2017-02-09	Central Arkansas	Hayden Farquhar	Reserve	14	1	4	.250	1	2	.500	0	2	.000	0	1	.000	2	4	6	1	0	0	0	1	2	
2017-02-09	Central Arkansas	Payten Ricks	Reserve	3	0	1	.000	0	1	.000	0	0		0	0		0	0	0	1	0	0	1	0	0	
2017-02-09	Central Arkansas	Diamante Langston	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-09	Abilene Christian	Jordan Howard	Starter	36	5	11	.455	2	7	.286	3	4	.750	6	7	.857	0	2	2	2	0	0	2	0	19	
