Date	Team	Player	IsStarter	MP	FG	FGA	FGpct	2P	2PA	2Ppct	3P	3PA	3Ppct	FT	FTA	FTpct	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
2017-02-16	Nicholls State	Thatch Unruh	Reserve	20	5	11	.455	3	4	.750	2	7	.286	0	0		0	4	4	0	0	0	3	4	12	
2017-02-16	Nicholls State	Darraja Parnell	Reserve	18	4	8	.500	4	7	.571	0	1	.000	2	3	.667	3	3	6	1	2	0	3	2	10	
2017-02-16	Nicholls State	Albert Christensson	Reserve	9	1	3	.333	1	3	.333	0	0		0	0		3	2	5	0	0	0	0	0	2	
2017-02-16	Nicholls State	Aaron Weidenaar	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Central Arkansas	Jahvaughn Powell	Starter	44	3	8	.375	1	4	.250	2	4	.500	8	8	1.000	0	7	7	13	1	0	7	4	16	
2017-02-16	Central Arkansas	Liam Thomas	Starter	41	7	12	.583	7	12	.583	0	0		4	8	.500	1	8	9	2	0	6	2	3	18	
2017-02-16	Central Arkansas	Johnathan Bell	Starter	41	5	9	.556	3	4	.750	2	5	.400	3	4	.750	0	5	5	7	1	0	0	3	15	
2017-02-16	Central Arkansas	Stevie Repichowski	Starter	34	8	11	.727	2	2	1.000	6	9	.667	0	0		0	5	5	0	0	0	0	2	22	
2017-02-16	Central Arkansas	Adam Ward	Starter	9	0	1	.000	0	1	.000	0	0		0	0		0	1	1	0	0	1	1	0	0	
2017-02-16	Central Arkansas	Ja'Dante' Frye	Reserve	34	6	10	.600	4	7	.571	2	3	.667	4	5	.800	0	5	5	0	1	0	3	1	18	
2017-02-16	Central Arkansas	Lafayette Rutledge	Reserve	22	2	10	.200	0	0		2	10	.200	1	1	1.000	0	2	2	0	1	0	1	1	7	
2017-02-16	NJIT	Demetris Morant	Starter	35	8	9	.889	8	9	.889	0	0		0	0		2	7	9	1	0	1	0	2	16	
2017-02-16	NJIT	Christian Terrell	Starter	35	5	11	.455	4	6	.667	1	5	.200	4	4	1.000	1	1	2	6	0	2	0	1	15	
2017-02-16	NJIT	Brandon Goodwin	Starter	34	8	14	.571	4	7	.571	4	7	.571	4	5	.800	1	2	3	2	1	0	2	0	24	
2017-02-16	NJIT	Zach Johnson	Starter	30	0	3	.000	0	1	.000	0	2	.000	0	0		0	2	2	3	3	0	2	3	0	
2017-02-16	NJIT	Marc-Eddy Norelia	Starter	19	3	5	.600	3	5	.600	0	0		1	1	1.000	0	2	2	0	0	0	1	4	7	
2017-02-16	NJIT	Antravious Simmons	Reserve	17	4	5	.800	4	5	.800	0	0		2	2	1.000	1	2	3	1	0	0	0	1	10	
2017-02-16	NJIT	Reggie Reid	Reserve	16	2	4	.500	1	1	1.000	1	3	.333	0	0		0	1	1	1	0	0	0	0	5	
2017-02-16	NJIT	RaySean Scott Jr.	Reserve	7	1	3	.333	1	2	.500	0	1	.000	1	2	.500	1	0	1	1	0	0	0	1	3	
2017-02-16	NJIT	Rayjon Tucker	Reserve	5	0	1	.000	0	1	.000	0	0		0	0		0	0	0	1	0	0	2	2	0	
2017-02-16	NJIT	Kevin Mickle	Reserve	2	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	1	0	
2017-02-16	Florida Gulf Coast	Shyquan Gibbs	Starter	36	2	7	.286	1	3	.333	1	4	.250	0	0		1	1	2	3	0	0	2	2	5	
2017-02-16	Florida Gulf Coast	Chris Jenkins	Starter	32	5	10	.500	0	0		5	10	.500	2	2	1.000	0	0	0	2	0	0	0	3	17	
2017-02-16	Florida Gulf Coast	Anthony Tarke	Starter	31	4	7	.571	4	4	1.000	0	3	.000	2	2	1.000	3	1	4	2	1	0	5	1	10	
2017-02-16	Florida Gulf Coast	Tim Coleman	Starter	28	7	12	.583	5	8	.625	2	4	.500	3	3	1.000	1	2	3	0	1	0	0	4	19	
2017-02-16	Florida Gulf Coast	Abdul Lewis	Starter	22	3	6	.500	3	5	.600	0	1	.000	2	2	1.000	1	1	2	2	1	0	2	4	8	
2017-02-16	Florida Gulf Coast	Rob Ukawuba	Reserve	21	6	8	.750	6	8	.750	0	0		2	4	.500	2	1	3	2	0	0	1	1	14	
2017-02-16	Florida Gulf Coast	Mohamed Bendary	Reserve	17	0	3	.000	0	3	.000	0	0		0	0		1	4	5	0	0	2	1	1	0	
2017-02-16	Florida Gulf Coast	Reilly Walsh	Reserve	12	0	0		0	0		0	0		0	0		0	0	0	0	1	0	0	1	0	
2017-02-16	Florida Gulf Coast	Taj Price	Reserve	1	0	0		0	0		0	0		0	0		0	1	1	0	0	0	0	0	0	
2017-02-16	North Texas	Paul Thomas	Starter	40	10	16	.625	10	16	.625	0	0		3	3	1.000	3	11	14	4	2	0	4	4	23	
2017-02-16	North Texas	Dominic Artis	Starter	39	6	14	.429	4	9	.444	2	5	.400	5	6	.833	0	5	5	2	3	0	0	4	19	
2017-02-16	North Texas	Matt Willms	Starter	38	4	5	.800	4	5	.800	0	0		3	6	.500	1	6	7	3	0	2	2	2	11	
2017-02-16	North Texas	Omega Harris	Starter	36	6	17	.353	5	11	.455	1	6	.167	0	0		0	1	1	0	0	0	4	4	13	
2017-02-16	North Texas	Jake Flaggert	Starter	22	1	4	.250	0	0		1	4	.250	0	0		0	1	1	1	0	0	0	3	3	
2017-02-16	North Texas	Trey Touchet	Reserve	35	3	6	.500	1	2	.500	2	4	.500	0	1	.000	1	4	5	3	2	0	1	0	8	
2017-02-16	North Texas	Deon Barrett	Reserve	8	0	1	.000	0	0		0	1	.000	0	0		0	1	1	1	0	0	0	1	0	
2017-02-16	North Texas	Kelvin Jones	Reserve	7	0	2	.000	0	2	.000	0	0		0	0		0	1	1	0	0	1	0	0	0	
2017-02-16	Texas-El Paso	Derail Green	Starter	44	7	12	.583	0	1	.000	7	11	.636	0	0		0	6	6	1	0	2	1	3	21	
2017-02-16	Texas-El Paso	Ryan Woolridge	Starter	42	6	8	.750	5	7	.714	1	1	1.000	2	4	.500	2	9	11	9	3	1	3	1	15	
2017-02-16	Texas-El Paso	J-Mychal Reese	Starter	39	2	9	.222	1	5	.200	1	4	.250	1	2	.500	1	4	5	4	3	0	3	3	6	
2017-02-16	Texas-El Paso	Shane Temara	Starter	36	7	13	.538	6	7	.857	1	6	.167	0	1	.000	3	3	6	0	0	1	1	3	15	
2017-02-16	Texas-El Paso	A.J. Lawson	Starter	35	4	16	.250	3	11	.273	1	5	.200	3	5	.600	4	4	8	1	4	0	3	3	12	
2017-02-16	Texas-El Paso	Ja'Michael Brown	Reserve	17	1	7	.143	1	3	.333	0	4	.000	0	0		0	0	0	1	0	0	0	0	2	
2017-02-16	Texas-El Paso	Rickey Brice Jr.	Reserve	9	0	0		0	0		0	0		0	2	.000	0	2	2	0	0	1	0	1	0	
2017-02-16	Texas-El Paso	Allante Holston	Reserve	2	0	0		0	0		0	0		0	0		0	2	2	0	0	1	2	2	0	
2017-02-16	Texas-El Paso	Bryce Jackson	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Northeastern	Chris Flemmings	Starter	39	9	19	.474	7	14	.500	2	5	.400	1	2	.500	4	2	6	1	2	0	1	2	21	
2017-02-16	Northeastern	C.J. Bryce	Starter	38	5	15	.333	3	11	.273	2	4	.500	6	8	.750	0	9	9	2	0	0	2	2	18	
2017-02-16	Northeastern	Denzel Ingram	Starter	34	1	11	.091	1	3	.333	0	8	.000	5	8	.625	0	2	2	4	0	0	1	4	7	
2017-02-16	Northeastern	Ambrose Mosley	Starter	29	3	7	.429	1	2	.500	2	5	.400	0	0		2	1	3	2	1	0	1	0	8	
2017-02-16	Northeastern	Devontae Cacok	Starter	24	4	5	.800	4	5	.800	0	0		0	0		6	2	8	0	2	0	0	4	8	
2017-02-16	Northeastern	Jordan Talley	Reserve	18	0	9	.000	0	8	.000	0	1	.000	0	0		1	0	1	1	0	0	0	3	0	
2017-02-16	Northeastern	Chuck Ogbodo	Reserve	8	2	2	1.000	2	2	1.000	0	0		0	0		1	1	2	0	1	0	0	3	4	
2017-02-16	Northeastern	Marcus Bryan	Reserve	8	0	0		0	0		0	0		0	0		1	3	4	0	0	0	0	1	0	
2017-02-16	Northeastern	Jaylen Fornes	Reserve	2	0	2	.000	0	0		0	2	.000	0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	North Carolina-Wilmington	T.J. Williams	Starter	40	10	17	.588	9	14	.643	1	3	.333	12	14	.857	0	4	4	4	1	0	2	3	33	
2017-02-16	North Carolina-Wilmington	Alex Murphy	Starter	37	4	12	.333	3	8	.375	1	4	.250	4	6	.667	1	6	7	0	0	0	3	1	13	
2017-02-16	North Carolina-Wilmington	Bolden Brace	Starter	37	1	5	.200	0	0		1	5	.200	0	0		1	5	6	1	0	0	0	3	3	
2017-02-16	North Carolina-Wilmington	Anthony Green	Starter	28	4	6	.667	4	6	.667	0	0		4	4	1.000	2	6	8	0	0	4	0	2	12	
2017-02-16	North Carolina-Wilmington	Shawn Occeus	Starter	20	0	5	.000	0	1	.000	0	4	.000	2	2	1.000	0	3	3	1	0	1	2	1	2	
2017-02-16	North Carolina-Wilmington	Jimmy Marshall	Reserve	23	0	1	.000	0	0		0	1	.000	0	0		0	3	3	0	0	2	1	3	0	
2017-02-16	North Carolina-Wilmington	Maxime Boursiquot	Reserve	8	1	2	.500	1	2	.500	0	0		0	0		0	1	1	0	0	0	2	1	2	
2017-02-16	North Carolina-Wilmington	Jeremy Miller	Reserve	7	0	0		0	0		0	0		0	0		0	1	1	1	0	0	0	1	0	
2017-02-16	Northwestern State	Marlain Veal	Starter	30	4	12	.333	4	10	.400	0	2	.000	3	4	.750	2	4	6	10	2	0	5	2	11	
2017-02-16	Northwestern State	Davon Hayes	Starter	29	8	16	.500	7	12	.583	1	4	.250	4	5	.800	1	5	6	1	0	0	1	2	21	
2017-02-16	Northwestern State	James Currington	Starter	23	4	7	.571	4	7	.571	0	0		0	0		0	4	4	0	2	0	3	2	8	
2017-02-16	Northwestern State	Dominic Nelson	Starter	23	0	3	.000	0	3	.000	0	0		0	2	.000	5	4	9	0	0	2	2	5	0	
2017-02-16	Northwestern State	Jabbar Singleton	Starter	20	3	3	1.000	1	1	1.000	2	2	1.000	1	2	.500	0	1	1	0	1	0	1	2	9	
2017-02-16	Northwestern State	Eddy Polanco	Reserve	25	5	7	.714	4	5	.800	1	2	.500	2	3	.667	3	4	7	2	0	0	2	0	13	
2017-02-16	Northwestern State	Moses Greenwood	Reserve	19	3	6	.500	3	6	.500	0	0		0	1	.000	1	3	4	0	1	2	1	4	6	
2017-02-16	Northwestern State	Dimi Cook	Reserve	16	0	2	.000	0	2	.000	0	0		2	4	.500	1	1	2	2	0	0	1	1	2	
2017-02-16	Northwestern State	Michael Corchiani	Reserve	9	0	0		0	0		0	0		0	0		0	0	0	1	1	0	0	1	0	
2017-02-16	Northwestern State	Chris Mejia	Reserve	6	1	2	.500	0	0		1	2	.500	0	0		0	0	0	0	0	0	0	0	3	
2017-02-16	Southeastern Louisiana	Iziahiah Sweeney	Starter	36	5	12	.417	2	6	.333	3	6	.500	0	0		0	3	3	1	2	1	0	2	13	
2017-02-16	Southeastern Louisiana	Sabri Thompson	Starter	35	4	11	.364	1	3	.333	3	8	.375	0	0		1	2	3	1	0	0	3	0	11	
2017-02-16	Southeastern Louisiana	Ishmael Lane	Starter	32	3	6	.500	2	5	.400	1	1	1.000	3	4	.750	2	3	5	3	0	1	0	3	10	
2017-02-16	Southeastern Louisiana	Devonte Hall	Starter	32	3	9	.333	2	6	.333	1	3	.333	2	2	1.000	0	1	1	4	0	0	3	3	9	
2017-02-16	Southeastern Louisiana	Tra'von Joseph	Starter	28	2	6	.333	2	5	.400	0	1	.000	3	6	.500	3	6	9	2	1	1	1	4	7	
2017-02-16	Southeastern Louisiana	Josh Boyd	Reserve	17	1	7	.143	1	4	.250	0	3	.000	2	3	.667	0	1	1	2	1	0	2	2	4	
2017-02-16	Southeastern Louisiana	Jordan Bell	Reserve	13	3	4	.750	2	3	.667	1	1	1.000	2	3	.667	1	1	2	1	1	1	1	5	9	
2017-02-16	Southeastern Louisiana	Bailey Walker	Reserve	5	0	0		0	0		0	0		0	0		1	1	2	1	0	0	1	0	0	
2017-02-16	Southeastern Louisiana	Tanner Hamilton	Reserve	2	1	2	.500	0	1	.000	1	1	1.000	0	0		1	0	1	0	0	0	1	0	3	
2017-02-16	Oregon State	Derrick White	Starter	35	7	11	.636	6	8	.750	1	3	.333	5	5	1.000	0	1	1	4	3	2	2	0	20	
2017-02-16	Oregon State	Xavier Johnson	Starter	32	6	10	.600	4	8	.500	2	2	1.000	3	7	.429	1	3	4	1	2	1	2	2	17	
2017-02-16	Oregon State	George King	Starter	27	3	10	.300	3	9	.333	0	1	.000	1	2	.500	4	3	7	0	1	0	2	2	7	
2017-02-16	Oregon State	Dominique Collier	Starter	21	2	4	.500	0	0		2	4	.500	2	2	1.000	0	3	3	1	2	0	3	1	8	
2017-02-16	Oregon State	Wesley Gordon	Starter	19	2	4	.500	2	4	.500	0	0		0	0		1	3	4	1	0	1	1	4	4	
2017-02-16	Oregon State	Bryce Peters	Reserve	25	1	5	.200	1	3	.333	0	2	.000	0	0		0	1	1	1	1	0	0	0	2	
2017-02-16	Oregon State	Tory Miller	Reserve	15	0	3	.000	0	3	.000	0	0		0	0		1	2	3	1	0	0	0	2	0	
2017-02-16	Oregon State	Josh Fortune	Reserve	13	1	3	.333	1	2	.500	0	1	.000	0	0		1	3	4	0	1	0	2	2	2	
2017-02-16	Oregon State	Lucas Siewert	Reserve	13	0	3	.000	0	1	.000	0	2	.000	0	0		0	1	1	0	0	0	1	0	0	
2017-02-16	Colorado	Stephen Thompson Jr.	Starter	37	2	12	.167	1	5	.200	1	7	.143	0	0		0	4	4	1	4	0	8	2	5	
2017-02-16	Colorado	Gligorije Rakocevic	Starter	36	4	6	.667	3	5	.600	1	1	1.000	1	1	1.000	1	4	5	0	0	2	2	3	10	
2017-02-16	Colorado	Jaquori McLaughlin	Starter	35	6	14	.429	4	7	.571	2	7	.286	2	2	1.000	0	2	2	2	2	2	2	3	16	
2017-02-16	Colorado	Kendal Manuel	Starter	34	0	5	.000	0	3	.000	0	2	.000	0	0		0	4	4	2	2	1	2	0	0	
2017-02-16	Colorado	Drew Eubanks	Starter	30	5	7	.714	5	7	.714	0	0		4	5	.800	3	5	8	2	0	4	3	3	14	
2017-02-16	Colorado	Ben Kone	Reserve	10	1	2	.500	0	1	.000	1	1	1.000	1	2	.500	0	0	0	0	0	0	1	2	4	
2017-02-16	Colorado	Tanner Sanders	Reserve	10	1	2	.500	0	0		1	2	.500	0	0		0	1	1	0	1	0	0	1	3	
2017-02-16	Colorado	Matt Dahlen	Reserve	4	0	1	.000	0	1	.000	0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Colorado	Ronnie Stacy	Reserve	4	0	1	.000	0	1	.000	0	0		0	0		0	0	0	0	0	0	0	2	0	
2017-02-16	Oregon	Tyler Rawson	Starter	30	2	4	.500	1	2	.500	1	2	.500	0	1	.000	2	1	3	4	0	0	2	2	5	
2017-02-16	Oregon	Devon Daniels	Starter	27	3	8	.375	3	7	.429	0	1	.000	1	2	.500	1	4	5	2	0	0	2	2	7	
2017-02-16	Oregon	Sedrick Barefield	Starter	25	3	12	.250	2	7	.286	1	5	.200	0	0		1	1	2	2	1	0	1	1	7	
2017-02-16	Oregon	David Collette	Starter	21	6	11	.545	6	11	.545	0	0		0	0		2	1	3	0	0	0	1	3	12	
2017-02-16	Oregon	Parker Van Dyke	Starter	19	0	4	.000	0	1	.000	0	3	.000	0	0		0	0	0	0	1	0	0	1	0	
2017-02-16	Oregon	Lorenzo Bonam	Reserve	31	0	6	.000	0	3	.000	0	3	.000	5	6	.833	1	0	1	1	3	2	0	1	5	
2017-02-16	Oregon	Jayce Johnson	Reserve	19	7	9	.778	7	9	.778	0	0		0	2	.000	5	7	12	0	0	1	3	2	14	
2017-02-16	Oregon	Gabe Bealer	Reserve	14	3	6	.500	3	4	.750	0	2	.000	0	0		1	1	2	0	0	0	0	1	6	
2017-02-16	Oregon	JoJo Zamora	Reserve	13	2	7	.286	1	4	.250	1	3	.333	0	0		0	0	0	1	0	0	1	0	5	
2017-02-16	Oregon	Jakub Jokl	Reserve	1	0	1	.000	0	1	.000	0	0		0	0		0	1	1	0	0	0	0	0	0	
2017-02-16	Utah	Dylan Ennis	Starter	33	3	7	.429	2	4	.500	1	3	.333	0	0		0	2	2	2	1	0	3	1	7	
2017-02-16	Utah	Dillon Brooks	Starter	27	9	13	.692	7	9	.778	2	4	.500	0	0		0	1	1	2	1	0	1	2	20	
2017-02-16	Utah	Payton Pritchard	Starter	27	3	5	.600	2	4	.500	1	1	1.000	2	2	1.000	1	5	6	7	1	0	2	1	9	
2017-02-16	Utah	Jordan Bell	Starter	26	7	8	.875	7	8	.875	0	0		3	3	1.000	2	5	7	3	1	5	1	1	17	
2017-02-16	Utah	Tyler Dorsey	Starter	26	6	11	.545	4	6	.667	2	5	.400	2	2	1.000	0	3	3	2	1	0	1	3	16	
2017-02-16	Utah	Casey Benson	Reserve	22	0	3	.000	0	1	.000	0	2	.000	2	2	1.000	0	2	2	2	0	0	0	2	2	
2017-02-16	Utah	Chris Boucher	Reserve	21	2	5	.400	1	3	.333	1	2	.500	0	0		0	4	4	0	0	3	3	2	5	
2017-02-16	Utah	Kavell Bigby-Williams	Reserve	12	1	2	.500	1	2	.500	0	0		1	2	.500	2	4	6	0	0	2	2	3	3	
2017-02-16	Utah	Roman Sorkin	Reserve	4	0	3	.000	0	1	.000	0	2	.000	0	0		0	1	1	0	0	0	0	1	0	
2017-02-16	Utah	Charlie Noebel	Reserve	2	0	1	.000	0	1	.000	0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Utah	Evan Gross	Reserve	0	0	0		0	0		0	0		0	0		0	1	1	0	0	0	0	0	0	
2017-02-16	Portland	Ray Bowles	Starter	33	3	13	.231	2	8	.250	1	5	.200	2	2	1.000	0	1	1	1	2	1	1	2	9	
2017-02-16	Portland	Anthony Townes	Starter	32	7	14	.500	7	14	.500	0	0		4	4	1.000	4	12	16	2	2	2	3	2	18	
2017-02-16	Portland	Maleke Haynes	Starter	21	1	4	.250	1	4	.250	0	0		5	6	.833	1	0	1	1	2	0	0	4	7	
2017-02-16	Portland	Tonko Vuko	Starter	20	5	7	.714	4	5	.800	1	2	.500	1	2	.500	1	1	2	0	0	0	1	3	12	
2017-02-16	Portland	Kershon Montague	Starter	10	0	3	.000	0	0		0	3	.000	0	0		0	1	1	1	0	0	0	2	0	
2017-02-16	Portland	D.J. Ursery	Reserve	26	3	7	.429	3	7	.429	0	0		4	5	.800	1	3	4	2	0	0	6	2	10	
2017-02-16	Portland	K.J. Smith	Reserve	19	3	4	.750	2	2	1.000	1	2	.500	3	4	.750	1	2	3	1	1	0	1	3	10	
2017-02-16	Portland	Jack Williams	Reserve	12	3	6	.500	2	3	.667	1	3	.333	0	0		1	6	7	0	0	1	0	4	7	
2017-02-16	Portland	Ilias Theodorou	Reserve	12	1	2	.500	0	0		1	2	.500	0	0		0	0	0	1	0	0	1	1	3	
2017-02-16	Portland	Max Tinsley	Reserve	7	0	0		0	0		0	0		0	0		1	1	2	0	0	0	0	1	0	
2017-02-16	Portland	David Taylor	Reserve	4	0	2	.000	0	0		0	2	.000	0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Portland	Sami Eleraky	Reserve	4	0	0		0	0		0	0		0	0		0	2	2	0	0	0	1	1	0	
2017-02-16	Pacific	Jazz Johnson	Starter	38	6	15	.400	3	10	.300	3	5	.600	8	10	.800	1	1	2	0	2	0	6	4	23	
2017-02-16	Pacific	Gabe Taylor	Starter	30	2	7	.286	2	6	.333	0	1	.000	7	8	.875	1	8	9	2	0	0	0	1	11	
2017-02-16	Pacific	Xavier Hallinan	Starter	28	3	7	.429	2	5	.400	1	2	.500	5	6	.833	0	1	1	1	1	0	4	3	12	
2017-02-16	Pacific	Rashad Jackson	Starter	26	1	5	.200	0	2	.000	1	3	.333	3	4	.750	0	3	3	0	1	0	4	5	6	
2017-02-16	Pacific	Philipp Hartwich	Starter	22	1	1	1.000	1	1	1.000	0	0		0	2	.000	1	4	5	0	0	3	2	3	2	
2017-02-16	Pacific	D'Marques Tyson	Reserve	28	0	4	.000	0	0		0	4	.000	2	2	1.000	0	0	0	1	1	0	1	3	2	
2017-02-16	Pacific	Jarrel Marshall	Reserve	15	4	7	.571	3	5	.600	1	2	.500	0	2	.000	0	1	1	1	1	1	0	0	9	
2017-02-16	Pacific	Ray Barreno	Reserve	13	0	2	.000	0	2	.000	0	0		0	0		1	3	4	0	0	0	0	1	0	
2017-02-16	Pacific	Chier Maker	Reserve	0	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Rice	Giovanni De Nicolao	Starter	35	3	10	.300	3	7	.429	0	3	.000	0	0		1	4	5	3	1	0	2	3	6	
2017-02-16	Rice	Byron Frohnen	Starter	33	3	4	.750	3	4	.750	0	0		1	3	.333	2	7	9	1	3	0	3	3	7	
2017-02-16	Rice	Jeff Beverly	Starter	28	8	17	.471	8	14	.571	0	3	.000	4	6	.667	1	2	3	0	0	0	4	3	20	
2017-02-16	Rice	Lucas O'Brien	Starter	27	4	11	.364	2	5	.400	2	6	.333	2	2	1.000	1	8	9	0	0	0	3	4	12	
2017-02-16	Rice	Gino Littles	Starter	23	1	6	.167	1	4	.250	0	2	.000	1	3	.333	0	3	3	0	2	0	2	4	3	
2017-02-16	Rice	Austin Karrer	Reserve	23	0	3	.000	0	1	.000	0	2	.000	2	2	1.000	2	2	4	1	0	0	0	0	2	
2017-02-16	Rice	Mitar Stanojevic	Reserve	11	2	3	.667	2	3	.667	0	0		4	4	1.000	2	1	3	0	0	0	0	1	8	
2017-02-16	Rice	George Willborn III	Reserve	10	2	4	.500	2	4	.500	0	0		2	3	.667	2	2	4	0	2	0	0	1	6	
2017-02-16	Rice	Nick Allen	Reserve	10	1	2	.500	1	2	.500	0	0		2	4	.500	1	0	1	2	0	0	1	3	4	
2017-02-16	Texas-San Antonio	Marcus Evans	Starter	36	9	16	.563	5	9	.556	4	7	.571	4	5	.800	0	2	2	6	0	0	6	3	26	
2017-02-16	Texas-San Antonio	Marcus Jackson	Starter	33	4	8	.500	2	3	.667	2	5	.400	3	5	.600	0	3	3	1	1	0	2	1	13	
2017-02-16	Texas-San Antonio	Egor Koulechov	Starter	21	7	12	.583	4	7	.571	3	5	.600	1	3	.333	0	8	8	2	0	0	1	3	18	
2017-02-16	Texas-San Antonio	Marquez Letcher-Ellis	Starter	21	3	7	.429	3	5	.600	0	2	.000	4	5	.800	2	3	5	0	1	2	1	4	10	
2017-02-16	Texas-San Antonio	Connor Cashaw	Starter	21	1	6	.167	1	4	.250	0	2	.000	0	0		0	3	3	1	1	1	0	1	2	
2017-02-16	Texas-San Antonio	Chad Lott	Reserve	25	2	4	.500	2	4	.500	0	0		0	0		0	4	4	3	2	1	0	1	4	
2017-02-16	Texas-San Antonio	Austin Meyer	Reserve	21	2	3	.667	2	3	.667	0	0		0	0		1	0	1	1	0	1	0	3	4	
2017-02-16	Texas-San Antonio	Bishop Mency	Reserve	10	1	2	.500	1	1	1.000	0	1	.000	0	0		2	1	3	1	2	0	0	1	2	
2017-02-16	Texas-San Antonio	Tim Harrison	Reserve	7	0	0		0	0		0	0		1	2	.500	1	0	1	0	0	1	2	4	1	
2017-02-16	Texas-San Antonio	Ako Adams	Reserve	5	0	2	.000	0	0		0	2	.000	0	0		0	0	0	1	1	0	0	0	0	
2017-02-16	Sacred Heart	Earl Potts Jr.	Starter	36	6	10	.600	2	4	.500	4	6	.667	5	6	.833	1	3	4	1	2	0	1	5	21	
2017-02-16	Sacred Heart	Mike Holloway	Starter	36	5	9	.556	5	9	.556	0	0		5	8	.625	6	6	12	2	0	1	3	4	15	
2017-02-16	Sacred Heart	Darian Anderson	Starter	35	6	19	.316	5	15	.333	1	4	.250	6	6	1.000	1	6	7	2	3	0	5	4	19	
2017-02-16	Sacred Heart	Stephan Jiggetts	Starter	33	3	8	.375	2	6	.333	1	2	.500	5	6	.833	0	1	1	1	0	0	3	5	12	
2017-02-16	Sacred Heart	Kaleb Bishop	Starter	10	0	0		0	0		0	0		1	2	.500	0	0	0	1	0	0	0	1	1	
2017-02-16	Sacred Heart	Darnell Edge	Reserve	27	3	8	.375	0	4	.000	3	4	.750	2	3	.667	1	3	4	2	0	0	2	2	11	
2017-02-16	Sacred Heart	Malik Miller	Reserve	15	1	3	.333	1	1	1.000	0	2	.000	0	0		1	2	3	0	1	1	1	5	2	
2017-02-16	Sacred Heart	Nadi Beciri	Reserve	4	0	1	.000	0	1	.000	0	0		0	0		1	1	2	0	0	0	1	2	0	
2017-02-16	Sacred Heart	Mike Schroback	Reserve	4	0	2	.000	0	1	.000	0	1	.000	0	0		1	0	1	0	0	0	0	1	0	
2017-02-16	Sacred Heart	Ashton Malone-Dunson	Reserve	0	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-16	Sacred Heart	Dondre Rhoden	Reserve	0	0	0		0	0		0	0		0	0		0	0	0	0	0	0	1	0	0	
2017-02-16	Fairleigh Dickinson	Quincy McKnight	Starter	35	6	13	.462	4	9	.444	2	4	.500	12	13	.923	0	6	6	2	4	0	7	2	26	
2017-02-16	Fairleigh Dickinson	Sean Hoehn	Starter	34	5	7	.714	1	1	1.000	4	6	.667	3	3	1.000	0	4	4	4	1	0	0	2	17	
2017-02-16	Fairleigh Dickinson	Charles Tucker Jr.	Starter	25	2	5	.400	2	4	.500	0	1	.000	3	5	.600	1	1	2	4	3	1	3	2	7	
2017-02-16	Fairleigh Dickinson	Joseph Lopez	Starter	23	3	5	.600	3	5	.600	0	0		5	6	.833	1	4	5	2	1	0	2	4	11	
2017-02-16	Fairleigh Dickinson	Mario Matasovic	Starter	13	4	9	.444	3	7	.429	1	2	.500	1	1	1.000	1	1	2	1	0	0	1	2	10	
2017-02-16	Fairleigh Dickinson	Matej Buovac	Reserve	15	1	4	.250	0	0		1	4	.250	4	4	1.000	0	2	2	0	0	0	1	2	7	
2017-02-16	Fairleigh Dickinson	De'von Barnett	Reserve	15	2	4	.500	2	4	.500	0	0		2	2	1.000	2	2	4	1	1	0	0	2	6	
2017-02-16	Fairleigh Dickinson	Chris Robinson	Reserve	15	0	1	.000	0	1	.000	0	0		0	0		0	3	3	1	0	0	1	2	0	
2017-02-16	Fairleigh Dickinson	Cole Walton	Reserve	13	0	0		0	0		0	0		0	1	.000	1	1	2	0	0	2	0	3	0	
2017-02-16	Fairleigh Dickinson	Shawn Montague	Reserve	12	3	3	1.000	3	3	1.000	0	0		1	3	.333	1	3	4	0	0	0	1	1	7	
2017-02-16	Fairleigh Dickinson	Zach Radz	Reserve	0	0	0		0	0		0	0		0	0		0	0	0	0	0	0	1	0	0	
2017-02-16	Saint Mary's (CA)	Buay Tuach	Starter	27	2	3	.667	1	1	1.000	1	2	.500	0	0		0	1	1	1	0	0	3	2	5	
2017-02-16	Saint Mary's (CA)	Brandon Brown	Starter	25	4	11	.364	2	7	.286	2	4	.500	0	0		1	2	3	1	1	0	0	1	10	
2017-02-16	Saint Mary's (CA)	Shamar Johnson	Starter	19	0	3	.000	0	3	.000	0	0		0	0		0	1	1	0	0	0	1	2	0	
2017-02-16	Saint Mary's (CA)	Petr Herman	Starter	16	4	7	.571	4	7	.571	0	0		0	0		2	0	2	0	1	0	1	2	8	
2017-02-16	Saint Mary's (CA)	Steven Haney	Starter	16	1	5	.200	1	2	.500	0	3	.000	0	0		1	1	2	0	0	0	0	1	2	
