Date,GameID,TeamID
2017-02-16,11809,1162
2017-02-22,12133,1162
2017-02-24,12219,1162
2017-03-02,12740,1162
2017-01-10,10037,1166
2017-01-14,10224,1166
2017-01-19,10453,1166
2017-01-24,10750,1166
2017-01-28,10957,1166
2017-01-31,11127,1166
2017-01-07,11336,1166
2017-02-11,11573,1166
2017-02-15,11753,1166
2017-02-28,12296,1166
2017-03-04,12828,1166
2017-01-01,10009,1166
2017-02-19,11999,1166
2017-02-22,12124,1166
2017-02-04,12386,1166
2017-02-07,12508,1166
2017-01-10,10038,1020
2017-01-18,10399,1020
2017-01-21,10564,1020
2017-01-28,11013,1020
2017-02-21,12086,1020
2017-02-04,12311,1020
2017-02-07,12488,1020
2017-03-04,12790,1020
2017-01-14,10232,1020
2017-01-24,10759,1020
2017-01-31,11106,1020
2017-01-04,11186,1020
2017-01-07,11271,1020
2017-02-11,11578,1020
2017-02-14,11693,1020
2017-02-18,11957,1020
2017-03-01,12639,1020
2017-03-08,12954,1020
2017-01-10,10039,1334
2017-01-21,10631,1334
2017-03-01,12646,1334
2017-01-17,10387,1334
2017-01-25,10826,1334
2017-01-28,10997,1334
2017-01-04,11168,1334
2017-01-07,11383,1334
2017-02-01,11471,1334
2017-02-11,11586,1334
2017-02-19,11996,1334
2017-02-22,12102,1334
2017-02-04,12398,1334
2017-02-08,12540,1334
2017-03-04,12807,1334
2017-03-08,12972,1334
2017-01-10,10040,1071
2017-01-07,11343,1071
2017-02-01,11450,1071
2017-02-11,11583,1071
2017-02-04,12321,1071
2017-02-06,12471,1071
2017-03-02,12711,1071
2017-01-14,10208,1071
2017-01-16,10343,1071
2017-01-21,10668,1071
2017-01-23,10738,1071
2017-01-28,10919,1071
2017-01-30,11080,1071
2017-02-13,11673,1071
2017-02-20,12054,1071
2017-03-07,12937,1071
2017-01-10,10041,1139
2017-01-14,10229,1139
2017-01-16,10350,1139
2017-01-21,10613,1139
2017-01-28,10941,1139
2017-01-03,11062,1139
2017-01-07,11322,1139
2017-02-01,11463,1139
2017-02-11,11632,1139
2017-02-13,11679,1139
2017-02-18,11841,1139
2017-02-22,12120,1139
2017-02-27,12260,1139
2017-02-06,12474,1139
2017-03-04,12850,1139
2017-01-24,10764,1139
2017-02-04,12373,1139
2017-03-09,13009,1139
2017-01-10,10042,1101
2017-01-22,10712,1101
2017-01-28,10950,1101
2017-01-04,11152,1101
2017-02-11,11542,1101
2017-02-14,11701,1101
2017-02-04,12356,1101
2017-02-08,12527,1101
2017-03-01,12638,1101
2017-03-09,13001,1101
2017-01-14,10218,1101
2017-01-25,10785,1101
2017-01-07,11374,1101
2017-02-01,11477,1101
2017-02-18,11874,1101
2017-02-21,12077,1101
2017-02-26,12230,1101
2017-03-04,12886,1101
2017-01-10,10043,1268
2017-01-14,10285,1268
2017-01-17,10387,1268
2017-01-31,11132,1268
2017-02-12,11663,1268
2017-02-15,11765,1268
2017-02-19,11996,1268
2017-02-04,12354,1268
2017-03-01,12653,1268
2017-03-08,12972,1268
2017-03-09,12990,1268
2017-01-01,10013,1268
2017-01-24,10743,1268
2017-01-28,10996,1268
2017-01-04,11167,1268
2017-01-07,11276,1268
2017-02-22,12137,1268
2017-02-07,12510,1268
2017-03-04,12836,1268
2017-01-10,10044,1283
2017-01-19,10485,1283
2017-01-21,10671,1283
2017-01-26,10854,1283
2017-01-28,10896,1283
2017-02-18,11947,1283
2017-02-23,12202,1283
2017-02-09,12612,1283
2017-03-01,12655,1283
2017-01-14,10303,1283
2017-01-05,11250,1283
2017-01-07,11274,1283
2017-02-01,11462,1283
2017-02-11,11534,1283
2017-02-04,12431,1283
2017-03-02,12718,1283
2017-01-10,10045,1310
2017-01-18,10428,1310
2017-01-28,11015,1310
2017-01-03,11073,1310
2017-02-13,11690,1310
2017-02-04,12446,1310
2017-03-01,12660,1310
2017-01-14,10268,1310
2017-01-21,10687,1310
2017-01-25,10771,1310
2017-01-07,11322,1310
2017-02-01,11485,1310
2017-02-11,11632,1310
2017-02-18,11970,1310
2017-02-20,12067,1310
2017-02-07,12513,1310
2017-03-04,12819,1310
2017-03-08,12977,1310
2017-01-10,10046,1143
2017-01-14,10232,1143
2017-01-17,10386,1143
2017-01-21,10616,1143
2017-01-03,11064,1143
2017-01-31,11120,1143
2017-01-07,11324,1143
2017-02-11,11506,1143
2017-02-14,11704,1143
2017-02-18,11875,1143
2017-02-21,12090,1143
2017-02-28,12288,1143
2017-02-07,12498,1143
2017-03-11,12673,1143
2017-03-12,12692,1143
2017-03-04,12873,1143
2017-01-24,10762,1143
2017-01-28,10941,1143
2017-02-04,12352,1143
2017-01-10,10047,1348
2017-01-14,10298,1348
2017-01-16,10370,1348
2017-01-21,10691,1348
2017-01-29,11052,1348
2017-01-07,11384,1348
2017-02-01,11474,1348
2017-02-11,11649,1348
2017-02-13,11674,1348
2017-02-18,11941,1348
2017-02-04,12451,1348
2017-02-07,12515,1348
2017-03-11,12688,1348
2017-03-04,12810,1348
2017-03-09,13040,1348
2017-01-24,10749,1348
2017-01-04,11140,1348
2017-02-22,12146,1348
2017-01-10,10048,1351
2017-01-18,10430,1351
2017-01-22,10700,1351
2017-01-29,11053,1351
2017-02-12,11667,1351
2017-02-14,11712,1351
2017-02-21,12099,1351
2017-02-27,12273,1351
2017-03-08,12981,1351
2017-01-14,10318,1351
2017-01-26,10857,1351
2017-01-04,11171,1351
2017-01-07,11302,1351
2017-02-01,11490,1351
2017-02-18,11897,1351
2017-02-08,12535,1351
2017-03-04,12887,1351
2017-03-09,12999,1351
2017-01-10,10049,1358
2017-01-14,10305,1358
2017-01-24,10764,1358
2017-01-28,11026,1358
2017-01-31,11119,1358
2017-01-07,11389,1358
2017-02-11,11641,1358
2017-02-18,11970,1358
2017-02-20,12070,1358
2017-02-08,12544,1358
2017-03-03,12779,1358
2017-03-09,13042,1358
2017-01-18,10434,1358
2017-01-21,10614,1358
2017-01-03,11073,1358
2017-02-13,11679,1358
2017-02-27,12254,1358
2017-02-04,12456,1358
2017-03-11,12690,1358
2017-01-10,10050,1362
2017-01-14,10321,1362
2017-01-31,11135,1362
2017-02-11,11644,1362
2017-02-14,11718,1362
2017-02-18,11971,1362
2017-02-21,12096,1362
2017-02-28,12291,1362
2017-02-07,12502,1362
2017-03-03,12781,1362
2017-03-06,12934,1362
2017-01-17,10377,1362
2017-01-21,10571,1362
2017-01-24,10765,1362
2017-01-28,10897,1362
2017-01-03,11068,1362
2017-01-06,11257,1362
2017-02-03,12301,1362
2017-03-09,12988,1362
2017-01-11,10051,1001
2017-01-24,10743,1001
2017-02-22,12102,1001
2017-03-08,12983,1001
2017-01-14,10176,1001
2017-01-18,10421,1001
2017-01-21,10631,1001
2017-01-07,11289,1001
2017-02-01,11454,1001
2017-02-11,11515,1001
2017-02-15,11720,1001
2017-02-18,11938,1001
2017-02-04,12310,1001
2017-02-08,12516,1001
2017-03-01,12653,1001
2017-03-04,12785,1001
2017-03-09,12996,1001
2017-01-11,10052,1197
2017-01-14,10258,1197
2017-01-19,10463,1197
2017-01-02,10528,1197
2017-01-22,10704,1197
2017-01-25,10807,1197
2017-02-12,11651,1197
2017-02-15,11747,1197
2017-02-18,11914,1197
2017-02-22,12126,1197
2017-03-01,12647,1197
2017-01-16,10357,1197
2017-01-28,10948,1197
2017-01-05,11230,1197
2017-02-01,11483,1197
2017-02-06,12476,1197
2017-02-09,12624,1197
2017-03-06,12933,1197
2017-01-11,10053,1058
2017-01-18,10401,1058
2017-01-21,10581,1058
2017-01-29,11034,1058
2017-02-19,11988,1058
2017-02-04,12338,1058
2017-02-08,12525,1058
2017-01-14,10201,1058
2017-01-02,10512,1058
2017-01-25,10779,1058
2017-01-05,11202,1058
2017-01-08,11411,1058
2017-02-01,11456,1058
2017-02-13,11671,1058
2017-02-15,11725,1058
2017-02-22,12122,1058
2017-03-02,12720,1058
2017-01-11,10054,1347
2017-01-13,10174,1347
2017-01-16,10357,1347
2017-01-19,10495,1347
2017-01-02,10544,1347
2017-01-25,10768,1347
2017-01-28,11007,1347
2017-01-05,11218,1347
2017-01-08,11424,1347
2017-02-01,11489,1347
2017-02-12,11658,1347
2017-02-15,11742,1347
2017-02-22,12145,1347
2017-02-04,12363,1347
2017-02-06,12483,1347
2017-02-09,12624,1347
2017-03-01,12662,1347
2017-03-11,12687,1347
2017-03-06,12933,1347
2017-01-11,10056,1032
2017-01-02,10507,1032
2017-01-25,10774,1032
2017-01-30,11086,1032
2017-01-05,11228,1032
2017-01-08,11406,1032
2017-02-11,11516,1032
2017-02-15,11725,1032
2017-02-08,12517,1032
2017-03-02,12725,1032
2017-01-16,10353,1032
2017-01-18,10401,1032
2017-01-21,10570,1032
2017-02-19,11977,1032
2017-02-02,12001,1032
2017-02-22,12104,1032
2017-03-05,12895,1032
2017-01-11,10057,1034
2017-01-04,11150,1034
2017-02-18,11845,1034
2017-02-22,12105,1034
2017-02-04,12325,1034
2017-03-02,12701,1034
2017-01-01,10021,1034
2017-01-14,10227,1034
2017-01-18,10402,1034
2017-01-21,10628,1034
2017-01-25,10802,1034
2017-01-29,11037,1034
2017-01-07,11277,1034
2017-02-01,11480,1034
2017-02-11,11554,1034
2017-02-15,11752,1034
2017-02-08,12521,1034
2017-03-03,12782,1034
2017-01-11,10058,1149
2017-01-14,10234,1149
2017-01-21,10617,1149
2017-01-25,10779,1149
2017-01-08,11407,1149
2017-02-15,11738,1149
2017-02-19,11987,1149
2017-02-22,12122,1149
2017-02-04,12316,1149
2017-02-08,12534,1149
2017-03-02,12720,1149
2017-03-05,12895,1149
2017-01-18,10418,1149
2017-01-02,10507,1149
2017-01-30,11086,1149
2017-01-05,11215,1149
2017-02-01,11468,1149
2017-02-12,11654,1149
2017-03-08,12955,1149
2017-01-11,10059,1049
2017-01-19,10475,1049
2017-01-21,10578,1049
2017-02-15,11724,1049
2017-02-18,11857,1049
2017-02-28,12281,1049
2017-02-04,12332,1049
2017-01-14,10195,1049
2017-01-26,10838,1049
2017-01-28,10909,1049
2017-01-04,11144,1049
2017-01-07,11304,1049
2017-02-01,11472,1049
2017-02-11,11564,1049
2017-02-23,12209,1049
2017-02-09,12604,1049
2017-03-02,12707,1049
2017-01-11,10060,1051
2017-01-14,10247,1051
2017-01-21,10580,1051
2017-01-05,11199,1051
2017-01-07,11284,1051
2017-02-11,11647,1051
2017-02-15,11767,1051
2017-02-02,12010,1051
2017-02-04,12334,1051
2017-01-02,10531,1051
2017-01-25,10778,1051
2017-01-28,10922,1051
2017-02-18,11858,1051
2017-02-22,12136,1051
2017-02-27,12255,1051
2017-02-09,12574,1051
